version,N,nucleos,repeticion,tiempo_segundos,tiempo_minutos,ok,total_aristas,total_apareamientos,tam_maximo,total_maximos,comando
openmp,7,2,1,0.001078937000102087,1.7982283335034784e-05,True,10.0,41.0,3.0,9.0,build_benchmark/openmp_N7
openmp,7,4,1,0.0014087600000038947,2.3479333333398244e-05,True,10.0,41.0,3.0,9.0,build_benchmark/openmp_N7
openmp,7,8,1,0.0014488849999452214,2.4148083332420357e-05,True,10.0,41.0,3.0,9.0,build_benchmark/openmp_N7
openmp,7,16,1,0.0016764940000939532,2.7941566668232553e-05,True,10.0,41.0,3.0,9.0,build_benchmark/openmp_N7
mpi,7,1,1,0.5196065840000301,0.008660109733333836,True,11.0,53.0,3.0,14.0,mpirun -np 1 build_benchmark/mpi_N7
mpi,7,2,1,0.582341137999947,0.009705685633332451,True,11.0,53.0,3.0,14.0,mpirun -np 2 build_benchmark/mpi_N7
mpi,7,4,1,0.5983092400001624,0.009971820666669374,True,11.0,53.0,3.0,14.0,mpirun -np 4 build_benchmark/mpi_N7
mpi,7,8,1,0.25732888199991066,0.004288814699998511,False,,,,,mpirun -np 8 build_benchmark/mpi_N7
mpi,7,16,1,0.1864179780000086,0.0031069663000001433,False,,,,,mpirun -np 16 build_benchmark/mpi_N7
secuencial,8,1,1,0.001043169000013222,1.7386150000220367e-05,True,12.0,84.0,4.0,4.0,build_benchmark/secuencial_N8
openmp,8,1,1,0.0010318069998902502,1.719678333150417e-05,True,12.0,84.0,4.0,4.0,build_benchmark/openmp_N8
openmp,8,2,1,0.0011644069998055784,1.9406783330092973e-05,True,12.0,84.0,4.0,4.0,build_benchmark/openmp_N8
openmp,8,4,1,0.001232210000125633,2.053683333542722e-05,True,12.0,84.0,4.0,4.0,build_benchmark/openmp_N8
openmp,8,8,1,0.0013038329998380505,2.173054999730084e-05,True,12.0,84.0,4.0,4.0,build_benchmark/openmp_N8
openmp,8,16,1,0.0017558829999870795,2.9264716666451325e-05,True,12.0,84.0,4.0,4.0,build_benchmark/openmp_N8
mpi,8,1,1,0.521009149000065,0.00868348581666775,True,14.0,100.0,4.0,3.0,mpirun -np 1 build_benchmark/mpi_N8
mpi,8,2,1,0.5576780129999861,0.009294633549999768,True,14.0,100.0,4.0,3.0,mpirun -np 2 build_benchmark/mpi_N8
mpi,8,4,1,0.6388124999998581,0.010646874999997636,True,14.0,100.0,4.0,3.0,mpirun -np 4 build_benchmark/mpi_N8
mpi,8,8,1,0.2528035269999691,0.004213392116666151,False,,,,,mpirun -np 8 build_benchmark/mpi_N8
mpi,8,16,1,0.18975277599997753,0.0031625462666662924,False,,,,,mpirun -np 16 build_benchmark/mpi_N8
secuencial,9,1,1,0.0008350919999884354,1.3918199999807258e-05,True,18.0,341.0,4.0,64.0,build_benchmark/secuencial_N9
openmp,9,1,1,0.0009744980000050418,1.6241633333417363e-05,True,18.0,341.0,4.0,64.0,build_benchmark/openmp_N9
openmp,9,2,1,0.0011084469999786961,1.84741166663116e-05,True,18.0,341.0,4.0,64.0,build_benchmark/openmp_N9
openmp,9,4,1,0.00115340100001049,1.9223350000174834e-05,True,18.0,341.0,4.0,64.0,build_benchmark/openmp_N9
openmp,9,8,1,0.010234675999981846,0.00017057793333303078,True,18.0,341.0,4.0,64.0,build_benchmark/openmp_N9
openmp,9,16,1,0.0026665049999792245,4.444174999965374e-05,True,18.0,341.0,4.0,64.0,build_benchmark/openmp_N9
mpi,9,1,1,0.5078930770000625,0.008464884616667707,True,19.0,355.0,4.0,60.0,mpirun -np 1 build_benchmark/mpi_N9
mpi,9,2,1,0.603637875000004,0.010060631250000066,True,19.0,355.0,4.0,60.0,mpirun -np 2 build_benchmark/mpi_N9
mpi,9,4,1,0.7031875190000392,0.011719791983333986,True,19.0,355.0,4.0,60.0,mpirun -np 4 build_benchmark/mpi_N9
mpi,9,8,1,0.2670410789999096,0.004450684649998493,False,,,,,mpirun -np 8 build_benchmark/mpi_N9
mpi,9,16,1,0.19400569000003998,0.003233428166667333,False,,,,,mpirun -np 16 build_benchmark/mpi_N9
secuencial,10,1,1,0.0017456389998642408,2.909398333107068e-05,True,19.0,470.0,5.0,9.0,build_benchmark/secuencial_N10
openmp,10,1,1,0.0019248520000019198,3.2080866666698664e-05,True,19.0,470.0,5.0,9.0,build_benchmark/openmp_N10
openmp,10,2,1,0.002241018000177064,3.735030000295107e-05,True,19.0,470.0,5.0,9.0,build_benchmark/openmp_N10
openmp,10,4,1,0.0024166219998278393,4.0277033330463986e-05,True,19.0,470.0,5.0,9.0,build_benchmark/openmp_N10
openmp,10,8,1,0.0024779039999884844,4.129839999980807e-05,True,19.0,470.0,5.0,9.0,build_benchmark/openmp_N10
openmp,10,16,1,0.002315704000011465,3.859506666685775e-05,True,19.0,470.0,5.0,9.0,build_benchmark/openmp_N10
mpi,10,1,1,0.5170318220000354,0.008617197033333922,True,25.0,1286.0,5.0,52.0,mpirun -np 1 build_benchmark/mpi_N10
mpi,10,2,1,0.5869618560000163,0.009782697600000272,True,25.0,1286.0,5.0,52.0,mpirun -np 2 build_benchmark/mpi_N10
mpi,10,4,1,0.7149037720000706,0.011915062866667844,True,25.0,1286.0,5.0,52.0,mpirun -np 4 build_benchmark/mpi_N10
mpi,10,8,1,0.2729878679999729,0.004549797799999548,False,,,,,mpirun -np 8 build_benchmark/mpi_N10
mpi,10,16,1,0.22980152000013732,0.003830025333335622,False,,,,,mpirun -np 16 build_benchmark/mpi_N10
secuencial,11,1,1,0.0019902509998246387,3.317084999707731e-05,True,23.0,1023.0,5.0,62.0,build_benchmark/secuencial_N11
openmp,11,1,1,0.0015975180001532863,2.662530000255477e-05,True,23.0,1023.0,5.0,62.0,build_benchmark/openmp_N11
openmp,11,2,1,0.0014273909998792078,2.3789849997986796e-05,True,23.0,1023.0,5.0,62.0,build_benchmark/openmp_N11
openmp,11,4,1,0.0016143650000230991,2.690608333371832e-05,True,23.0,1023.0,5.0,62.0,build_benchmark/openmp_N11
openmp,11,8,1,0.0017019930000969907,2.8366550001616512e-05,True,23.0,1023.0,5.0,62.0,build_benchmark/openmp_N11
openmp,11,16,1,0.001998268000079406,3.3304466667990104e-05,True,23.0,1023.0,5.0,62.0,build_benchmark/openmp_N11
mpi,11,1,1,0.6205870119999872,0.010343116866666453,True,29.0,2095.0,5.0,176.0,mpirun -np 1 build_benchmark/mpi_N11
mpi,11,2,1,0.6427977569999257,0.010713295949998761,True,29.0,2095.0,5.0,176.0,mpirun -np 2 build_benchmark/mpi_N11
mpi,11,4,1,0.7404471300001205,0.012340785500002008,True,29.0,2095.0,5.0,176.0,mpirun -np 4 build_benchmark/mpi_N11
mpi,11,8,1,0.2508448779999526,0.004180747966665876,False,,,,,mpirun -np 8 build_benchmark/mpi_N11
mpi,11,16,1,0.1909162809999998,0.0031819380166666633,False,,,,,mpirun -np 16 build_benchmark/mpi_N11
secuencial,12,1,1,0.001465370999994775,2.4422849999912918e-05,True,30.0,4949.0,6.0,82.0,build_benchmark/secuencial_N12
openmp,12,1,1,0.0015153859999372798,2.5256433332287997e-05,True,30.0,4949.0,6.0,82.0,build_benchmark/openmp_N12
openmp,12,2,1,0.0018177869999362883,3.029644999893814e-05,True,30.0,4949.0,6.0,82.0,build_benchmark/openmp_N12
openmp,12,4,1,0.0019483500000205822,3.247250000034304e-05,True,30.0,4949.0,6.0,82.0,build_benchmark/openmp_N12
openmp,12,8,1,0.0021474340001077508,3.5790566668462515e-05,True,30.0,4949.0,6.0,82.0,build_benchmark/openmp_N12
openmp,12,16,1,0.002327330999833066,3.878884999721777e-05,True,30.0,4949.0,6.0,82.0,build_benchmark/openmp_N12
mpi,12,1,1,0.5399037459999363,0.008998395766665605,True,35.0,7882.0,6.0,129.0,mpirun -np 1 build_benchmark/mpi_N12
mpi,12,2,1,0.6951172139999926,0.011585286899999877,True,35.0,7882.0,6.0,129.0,mpirun -np 2 build_benchmark/mpi_N12
mpi,12,4,1,0.8623732139999447,0.014372886899999078,True,35.0,7882.0,6.0,129.0,mpirun -np 4 build_benchmark/mpi_N12
mpi,12,8,1,0.2676058669999293,0.004460097783332155,False,,,,,mpirun -np 8 build_benchmark/mpi_N12
mpi,12,16,1,0.2962663349999275,0.004937772249998792,False,,,,,mpirun -np 16 build_benchmark/mpi_N12
