version,N,nucleos,tiempo_promedio_segundos,tiempo_minimo_segundos,tiempo_maximo_segundos,tiempo_base_secuencial,speedup,eficiencia
mpi,5,1,0.654368912000109,0.654368912000109,0.654368912000109,0.0008523900000909634,0.0013026138382485099,0.0013026138382485099
mpi,5,2,0.6475401129998772,0.6475401129998772,0.6475401129998772,0.0008523900000909634,0.0013163508838735447,0.0006581754419367723
mpi,5,4,0.693705318000184,0.693705318000184,0.693705318000184,0.0008523900000909634,0.0012287494098333226,0.00030718735245833064
mpi,5,8,0.27384985799994865,0.27384985799994865,0.27384985799994865,0.0008523900000909634,0.003112618010162062,0.00038907725127025774
mpi,5,16,0.24485521200017502,0.24485521200017502,0.24485521200017502,0.0008523900000909634,0.003481200147335864,0.0002175750092084915
mpi,6,1,0.6609486190000098,0.6609486190000098,0.6609486190000098,0.0015668580001602095,0.002370619977284779,0.002370619977284779
mpi,6,2,0.6539325989999725,0.6539325989999725,0.6539325989999725,0.0015668580001602095,0.0023960542761690268,0.0011980271380845134
mpi,6,4,0.7275779860001421,0.7275779860001421,0.7275779860001421,0.0015668580001602095,0.0021535258492000383,0.0005383814623000096
mpi,6,8,0.22244428899989543,0.22244428899989543,0.22244428899989543,0.0015668580001602095,0.007043822105772048,0.000880477763221506
mpi,6,16,0.18095392500003982,0.18095392500003982,0.18095392500003982,0.0015668580001602095,0.008658878220850224,0.000541179888803139
mpi,7,1,0.5196065840000301,0.5196065840000301,0.5196065840000301,0.0007764200001929566,0.0014942458854465008,0.0014942458854465008
mpi,7,2,0.582341137999947,0.582341137999947,0.582341137999947,0.0007764200001929566,0.001333273487872717,0.0006666367439363586
mpi,7,4,0.5983092400001624,0.5983092400001624,0.5983092400001624,0.0007764200001929566,0.0012976901379506455,0.00032442253448766137
mpi,7,8,0.25732888199991066,0.25732888199991066,0.25732888199991066,0.0007764200001929566,0.0030172283583512643,0.00037715354479390804
mpi,7,16,0.1864179780000086,0.1864179780000086,0.1864179780000086,0.0007764200001929566,0.004164941646309032,0.0002603088528943145
mpi,8,1,0.521009149000065,0.521009149000065,0.521009149000065,0.001043169000013222,0.0020022086023159104,0.0020022086023159104
