version,N,nucleos,repeticion,tiempo_segundos,tiempo_minutos,ok,total_aristas,total_apareamientos,tam_maximo,total_maximos,comando
secuencial,7,1,1,0.0010841289999916626,1.8068816666527708e-05,True,9.0,36.0,3.0,8.0,build_benchmark/secuencial_N7
openmp,7,1,1,0.0012303540001994406,2.050590000332401e-05,True,9.0,36.0,3.0,8.0,build_benchmark/openmp_N7
openmp,7,2,1,0.0011491369996292633,1.9152283327154387e-05,True,9.0,36.0,3.0,8.0,build_benchmark/openmp_N7
openmp,7,4,1,0.0012474639997890336,2.079106666315056e-05,True,9.0,36.0,3.0,8.0,build_benchmark/openmp_N7
openmp,7,8,1,0.0014425489998757257,2.4042483331262096e-05,True,9.0,36.0,3.0,8.0,build_benchmark/openmp_N7
openmp,7,16,1,0.0015756610000607907,2.6261016667679845e-05,True,9.0,36.0,3.0,8.0,build_benchmark/openmp_N7
mpi,7,1,1,0.5814117659997464,0.009690196099995774,True,11.0,53.0,3.0,14.0,mpirun -np 1 build_benchmark/mpi_N7
mpi,7,2,1,0.6242130139999063,0.010403550233331772,True,11.0,53.0,3.0,14.0,mpirun -np 2 build_benchmark/mpi_N7
mpi,7,4,1,0.6786039929997969,0.011310066549996615,True,11.0,53.0,3.0,14.0,mpirun -np 4 build_benchmark/mpi_N7
mpi,7,8,1,0.28888735300006374,0.004814789216667729,False,,,,,mpirun -np 8 build_benchmark/mpi_N7
mpi,7,16,1,0.2158311439998215,0.0035971857333303584,False,,,,,mpirun -np 16 build_benchmark/mpi_N7
openacc,7,1,1,0.4174462930000118,0.006957438216666863,True,11.0,53.0,3.0,14.0,build_benchmark/openacc_N7
openacc,7,2,1,0.35642194799993376,0.005940365799998896,True,11.0,53.0,3.0,14.0,build_benchmark/openacc_N7
openacc,7,4,1,0.3291430310000578,0.005485717183334297,True,11.0,53.0,3.0,14.0,build_benchmark/openacc_N7
openacc,7,8,1,0.33778359400002955,0.005629726566667159,True,11.0,53.0,3.0,14.0,build_benchmark/openacc_N7
openacc,7,16,1,0.3385703479998483,0.005642839133330805,True,11.0,53.0,3.0,14.0,build_benchmark/openacc_N7
secuencial,8,1,1,0.0008491660000800039,1.4152766668000065e-05,True,11.0,68.0,4.0,2.0,build_benchmark/secuencial_N8
openmp,8,1,1,0.0008108899996841501,1.3514833328069169e-05,True,11.0,68.0,4.0,2.0,build_benchmark/openmp_N8
openmp,8,2,1,0.0009053000003405032,1.5088333339008386e-05,True,11.0,68.0,4.0,2.0,build_benchmark/openmp_N8
openmp,8,4,1,0.0009389460001330008,1.564910000221668e-05,True,11.0,68.0,4.0,2.0,build_benchmark/openmp_N8
openmp,8,8,1,0.0010795359999065113,1.7992266665108523e-05,True,11.0,68.0,4.0,2.0,build_benchmark/openmp_N8
openmp,8,16,1,0.001544550000289746,2.57425000048291e-05,True,11.0,68.0,4.0,2.0,build_benchmark/openmp_N8
mpi,8,1,1,0.4958431830000336,0.00826405305000056,True,14.0,100.0,4.0,3.0,mpirun -np 1 build_benchmark/mpi_N8
mpi,8,2,1,0.6029512039999645,0.010049186733332742,True,14.0,100.0,4.0,3.0,mpirun -np 2 build_benchmark/mpi_N8
mpi,8,4,1,0.6170640719997209,0.010284401199995349,True,14.0,100.0,4.0,3.0,mpirun -np 4 build_benchmark/mpi_N8
mpi,8,8,1,0.24465127999974356,0.004077521333329059,False,,,,,mpirun -np 8 build_benchmark/mpi_N8
mpi,8,16,1,0.174932803000047,0.00291554671666745,False,,,,,mpirun -np 16 build_benchmark/mpi_N8
openacc,8,1,1,0.40769158000011885,0.006794859666668648,True,14.0,100.0,4.0,3.0,build_benchmark/openacc_N8
openacc,8,2,1,0.31805362499972034,0.005300893749995339,True,14.0,100.0,4.0,3.0,build_benchmark/openacc_N8
openacc,8,4,1,0.33025749699982043,0.005504291616663674,True,14.0,100.0,4.0,3.0,build_benchmark/openacc_N8
openacc,8,8,1,0.34819884899980025,0.005803314149996671,True,14.0,100.0,4.0,3.0,build_benchmark/openacc_N8
openacc,8,16,1,0.3314172860000326,0.005523621433333877,True,14.0,100.0,4.0,3.0,build_benchmark/openacc_N8
secuencial,9,1,1,0.001371324000047025,2.285540000078375e-05,True,20.0,461.0,4.0,98.0,build_benchmark/secuencial_N9
openmp,9,1,1,0.0013370000001486915,2.2283333335811525e-05,True,20.0,461.0,4.0,98.0,build_benchmark/openmp_N9
openmp,9,2,1,0.0014552129996445728,2.4253549994076215e-05,True,20.0,461.0,4.0,98.0,build_benchmark/openmp_N9
openmp,9,4,1,0.0015864739998505684,2.6441233330842806e-05,True,20.0,461.0,4.0,98.0,build_benchmark/openmp_N9
openmp,9,8,1,0.0017931290003616596,2.9885483339360993e-05,True,20.0,461.0,4.0,98.0,build_benchmark/openmp_N9
openmp,9,16,1,0.0020087110001441033,3.347851666906839e-05,True,20.0,461.0,4.0,98.0,build_benchmark/openmp_N9
mpi,9,1,1,0.5727216129998851,0.009545360216664751,True,19.0,355.0,4.0,60.0,mpirun -np 1 build_benchmark/mpi_N9
mpi,9,2,1,0.5494332940002096,0.009157221566670159,True,19.0,355.0,4.0,60.0,mpirun -np 2 build_benchmark/mpi_N9
mpi,9,4,1,0.7535089520001748,0.012558482533336246,True,19.0,355.0,4.0,60.0,mpirun -np 4 build_benchmark/mpi_N9
mpi,9,8,1,0.2594766749998598,0.004324611249997664,False,,,,,mpirun -np 8 build_benchmark/mpi_N9
mpi,9,16,1,0.1828072139996948,0.0030467868999949133,False,,,,,mpirun -np 16 build_benchmark/mpi_N9
openacc,9,1,1,0.37307237400000304,0.00621787290000005,True,19.0,355.0,4.0,60.0,build_benchmark/openacc_N9
openacc,9,2,1,0.34378354900036356,0.005729725816672726,True,19.0,355.0,4.0,60.0,build_benchmark/openacc_N9
openacc,9,4,1,0.3988416040001539,0.0066473600666692315,True,19.0,355.0,4.0,60.0,build_benchmark/openacc_N9
openacc,9,8,1,0.3363253140000779,0.0056054219000012985,True,19.0,355.0,4.0,60.0,build_benchmark/openacc_N9
openacc,9,16,1,0.3091323190001276,0.005152205316668794,True,19.0,355.0,4.0,60.0,build_benchmark/openacc_N9
secuencial,10,1,1,0.0008628690002296935,1.4381150003828225e-05,True,18.0,389.0,5.0,4.0,build_benchmark/secuencial_N10
openmp,10,1,1,0.0008766309997554345,1.4610516662590575e-05,True,18.0,389.0,5.0,4.0,build_benchmark/openmp_N10
openmp,10,2,1,0.0009586840001247765,1.5978066668746273e-05,True,18.0,389.0,5.0,4.0,build_benchmark/openmp_N10
openmp,10,4,1,0.0009686209996289108,1.6143683327148515e-05,True,18.0,389.0,5.0,4.0,build_benchmark/openmp_N10
openmp,10,8,1,0.0010982359999616165,1.830393333269361e-05,True,18.0,389.0,5.0,4.0,build_benchmark/openmp_N10
openmp,10,16,1,0.0014063419998819882,2.343903333136647e-05,True,18.0,389.0,5.0,4.0,build_benchmark/openmp_N10
mpi,10,1,1,0.5522933740003282,0.009204889566672137,True,25.0,1286.0,5.0,52.0,mpirun -np 1 build_benchmark/mpi_N10
mpi,10,2,1,0.5320993110003656,0.008868321850006093,True,25.0,1286.0,5.0,52.0,mpirun -np 2 build_benchmark/mpi_N10
mpi,10,4,1,0.6141147210000781,0.010235245350001303,True,25.0,1286.0,5.0,52.0,mpirun -np 4 build_benchmark/mpi_N10
mpi,10,8,1,0.2709849180000674,0.004516415300001123,False,,,,,mpirun -np 8 build_benchmark/mpi_N10
mpi,10,16,1,0.22957399500000975,0.0038262332500001626,False,,,,,mpirun -np 16 build_benchmark/mpi_N10
openacc,10,1,1,0.546574167000017,0.009109569450000283,True,25.0,1286.0,5.0,52.0,build_benchmark/openacc_N10
openacc,10,2,1,0.523242890000347,0.008720714833339116,True,25.0,1286.0,5.0,52.0,build_benchmark/openacc_N10
openacc,10,4,1,0.5251832479998484,0.008753054133330806,True,25.0,1286.0,5.0,52.0,build_benchmark/openacc_N10
openacc,10,8,1,0.47618870799988144,0.007936478466664692,True,25.0,1286.0,5.0,52.0,build_benchmark/openacc_N10
openacc,10,16,1,0.49490038299973094,0.008248339716662183,True,25.0,1286.0,5.0,52.0,build_benchmark/openacc_N10
secuencial,11,1,1,0.001162622999800078,1.937704999666797e-05,True,29.0,2389.0,5.0,240.0,build_benchmark/secuencial_N11
openmp,11,1,1,0.0011856950000037614,1.9761583333396025e-05,True,29.0,2389.0,5.0,240.0,build_benchmark/openmp_N11
openmp,11,2,1,0.001204718000280991,2.0078633338016515e-05,True,29.0,2389.0,5.0,240.0,build_benchmark/openmp_N11
openmp,11,4,1,0.0012505400000009104,2.0842333333348507e-05,True,29.0,2389.0,5.0,240.0,build_benchmark/openmp_N11
openmp,11,8,1,0.0018129350000890554,3.0215583334817588e-05,True,29.0,2389.0,5.0,240.0,build_benchmark/openmp_N11
openmp,11,16,1,0.001997362999645702,3.3289383327428365e-05,True,29.0,2389.0,5.0,240.0,build_benchmark/openmp_N11
mpi,11,1,1,0.5335924630003319,0.0088932077166722,True,29.0,2095.0,5.0,176.0,mpirun -np 1 build_benchmark/mpi_N11
mpi,11,2,1,0.5984478800000943,0.009974131333334905,True,29.0,2095.0,5.0,176.0,mpirun -np 2 build_benchmark/mpi_N11
mpi,11,4,1,0.6042989949996809,0.010071649916661348,True,29.0,2095.0,5.0,176.0,mpirun -np 4 build_benchmark/mpi_N11
mpi,11,8,1,0.2590335469999445,0.0043172257833324085,False,,,,,mpirun -np 8 build_benchmark/mpi_N11
mpi,11,16,1,0.21255776500038337,0.003542629416673056,False,,,,,mpirun -np 16 build_benchmark/mpi_N11
openacc,11,1,1,3.3766698540002835,0.056277830900004724,True,29.0,2095.0,5.0,176.0,build_benchmark/openacc_N11
openacc,11,2,1,3.331098976999783,0.05551831628332972,True,29.0,2095.0,5.0,176.0,build_benchmark/openacc_N11
openacc,11,4,1,3.303902764999748,0.055065046083329135,True,29.0,2095.0,5.0,176.0,build_benchmark/openacc_N11
openacc,11,8,1,2.9467557309999393,0.04911259551666566,True,29.0,2095.0,5.0,176.0,build_benchmark/openacc_N11
openacc,11,16,1,2.9493036849999044,0.04915506141666507,True,29.0,2095.0,5.0,176.0,build_benchmark/openacc_N11
secuencial,12,1,1,0.001273746000151732,2.1229100002528867e-05,True,31.0,5176.0,6.0,75.0,build_benchmark/secuencial_N12
openmp,12,1,1,0.001330062999841175,2.2167716664019585e-05,True,31.0,5176.0,6.0,75.0,build_benchmark/openmp_N12
openmp,12,2,1,0.0013490860001184046,2.2484766668640076e-05,True,31.0,5176.0,6.0,75.0,build_benchmark/openmp_N12
openmp,12,4,1,0.0015062870002111595,2.5104783336852658e-05,True,31.0,5176.0,6.0,75.0,build_benchmark/openmp_N12
openmp,12,8,1,0.0017155679997813422,2.8592799996355703e-05,True,31.0,5176.0,6.0,75.0,build_benchmark/openmp_N12
openmp,12,16,1,0.0022830959997008904,3.805159999501484e-05,True,31.0,5176.0,6.0,75.0,build_benchmark/openmp_N12
mpi,12,1,1,0.49156095099988306,0.008192682516664718,True,35.0,7882.0,6.0,129.0,mpirun -np 1 build_benchmark/mpi_N12
mpi,12,2,1,0.7520829190002587,0.012534715316670978,True,35.0,7882.0,6.0,129.0,mpirun -np 2 build_benchmark/mpi_N12
mpi,12,4,1,0.6738079070000822,0.011230131783334703,True,35.0,7882.0,6.0,129.0,mpirun -np 4 build_benchmark/mpi_N12
mpi,12,8,1,0.2597137230000044,0.004328562050000073,False,,,,,mpirun -np 8 build_benchmark/mpi_N12
mpi,12,16,1,0.19114715200021237,0.003185785866670206,False,,,,,mpirun -np 16 build_benchmark/mpi_N12
openacc,12,1,1,0.3632191649999186,0.006053652749998643,True,35.0,3.0,1.0,3.0,build_benchmark/openacc_N12
openacc,12,2,1,0.34203654400016603,0.005700609066669434,True,35.0,3.0,1.0,3.0,build_benchmark/openacc_N12
openacc,12,4,1,0.38471017699976073,0.006411836283329346,True,35.0,3.0,1.0,3.0,build_benchmark/openacc_N12
openacc,12,8,1,0.30838869099989097,0.005139811516664849,True,35.0,3.0,1.0,3.0,build_benchmark/openacc_N12
openacc,12,16,1,0.3221079949998966,0.00536846658333161,True,35.0,3.0,1.0,3.0,build_benchmark/openacc_N12
