version,N,nucleos,tiempo_promedio_segundos,tiempo_minimo_segundos,tiempo_maximo_segundos,tiempo_base_secuencial,speedup,eficiencia
mpi,5,1,0.5922183580000819,0.5922183580000819,0.5922183580000819,0.001951744000052713,0.0032956492714000655,0.0032956492714000655
mpi,5,2,0.6747483599999669,0.6747483599999669,0.6747483599999669,0.001951744000052713,0.002892550935659642,0.001446275467829821
mpi,5,4,0.7049957309998263,0.7049957309998263,0.7049957309998263,0.001951744000052713,0.0027684479695852145,0.0006921119923963036
mpi,5,8,0.8626511779998509,0.8626511779998509,0.8626511779998509,0.001951744000052713,0.0022624950267592986,0.0002828118783449123
mpi,5,16,0.9611667919998581,0.9611667919998581,0.9611667919998581,0.001951744000052713,0.0020305986601886275,0.00012691241626178922
mpi,6,1,0.5108304560001216,0.5108304560001216,0.5108304560001216,0.0009054150000338268,0.0017724373897425006,0.0017724373897425006
mpi,6,2,0.5760922189999746,0.5760922189999746,0.5760922189999746,0.0009054150000338268,0.0015716494168338466,0.0007858247084169233
mpi,6,4,0.7944630489998872,0.7944630489998872,0.7944630489998872,0.0009054150000338268,0.0011396565279827827,0.00028491413199569567
mpi,6,8,0.8324631430000409,0.8324631430000409,0.8324631430000409,0.0009054150000338268,0.0010876337380786387,0.00013595421725982984
mpi,6,16,1.0366679119999844,1.0366679119999844,1.0366679119999844,0.0009054150000338268,0.000873389626082919,5.458685163018244e-05
mpi,7,1,0.5863020179999694,0.5863020179999694,0.5863020179999694,0.0016886949999843637,0.002880247633710945,0.002880247633710945
mpi,7,2,0.5876154790000783,0.5876154790000783,0.5876154790000783,0.0016886949999843637,0.002873809592044696,0.001436904796022348
mpi,7,4,0.6501991749998979,0.6501991749998979,0.6501991749998979,0.0016886949999843637,0.002597196466735949,0.0006492991166839872
mpi,7,8,0.8514523270000609,0.8514523270000609,0.8514523270000609,0.0016886949999843637,0.001983311274671333,0.00024791390933391665
mpi,7,16,1.0533390810001038,1.0533390810001038,1.0533390810001038,0.0016886949999843637,0.0016031827076813808,0.0001001989192300863
mpi,8,1,0.49658306700007415,0.49658306700007415,0.49658306700007415,0.001944422999940798,0.003915604717831644,0.003915604717831644
mpi,8,2,0.5909499760000472,0.5909499760000472,0.5909499760000472,0.001944422999940798,0.003290334341160279,0.0016451671705801395
mpi,8,4,0.6361847440000474,0.6361847440000474,0.6361847440000474,0.001944422999940798,0.0030563810564131558,0.0007640952641032889
mpi,8,8,0.7828052669999579,0.7828052669999579,0.7828052669999579,0.001944422999940798,0.0024839166034135826,0.00031048957542669783
mpi,8,16,1.0113334069999382,1.0113334069999382,1.0113334069999382,0.001944422999940798,0.0019226330174426016,0.0001201645635901626
mpi,9,1,0.6222888259999309,0.6222888259999309,0.6222888259999309,0.0015208459999485058,0.002443955180305093,0.002443955180305093
mpi,9,2,0.634581469000068,0.634581469000068,0.634581469000068,0.0015208459999485058,0.0023966126876427004,0.0011983063438213502
mpi,9,4,0.6192740510000476,0.6192740510000476,0.6192740510000476,0.0015208459999485058,0.0024558529418317074,0.0006139632354579268
mpi,9,8,0.7833306320001157,0.7833306320001157,0.7833306320001157,0.0015208459999485058,0.0019415122271744395,0.00024268902839680493
mpi,9,16,0.9065659929999583,0.9065659929999583,0.9065659929999583,0.0015208459999485058,0.0016775899511913147,0.00010484937194945717
mpi,10,1,0.5068827499999315,0.5068827499999315,0.5068827499999315,0.002327447999959986,0.004591689103565471,0.004591689103565471
mpi,10,2,0.5816471589998855,0.5816471589998855,0.5816471589998855,0.002327447999959986,0.004001477466101479,0.0020007387330507396
mpi,10,4,0.6782182639999519,0.6782182639999519,0.6782182639999519,0.002327447999959986,0.003431709412001549,0.0008579273530003872
mpi,10,8,0.8152301810000608,0.8152301810000608,0.8152301810000608,0.002327447999959986,0.0028549580893887593,0.0003568697611735949
mpi,10,16,1.0529228120001335,1.0529228120001335,1.0529228120001335,0.002327447999959986,0.0022104640277844896,0.0001381540017365306
mpi,11,1,0.49823291899997457,0.49823291899997457,0.49823291899997457,0.0012609929999598535,0.002530930719091883,0.002530930719091883
mpi,11,2,0.6238008410000475,0.6238008410000475,0.6238008410000475,0.0012609929999598535,0.0020214672970595713,0.0010107336485297856
mpi,11,4,0.6739919009999085,0.6739919009999085,0.6739919009999085,0.0012609929999598535,0.0018709319772078755,0.0004677329943019689
mpi,11,8,0.7351244389999465,0.7351244389999465,0.7351244389999465,0.0012609929999598535,0.0017153463183393707,0.00021441828979242133
mpi,11,16,0.9151350750000802,0.9151350750000802,0.9151350750000802,0.0012609929999598535,0.0013779310119435024,8.61206882464689e-05
mpi,12,1,0.5156798809998691,0.5156798809998691,0.5156798809998691,0.0010238219999791909,0.001985382865808276,0.001985382865808276
mpi,12,2,0.5810052209999412,0.5810052209999412,0.5810052209999412,0.0010238219999791909,0.0017621562818611821,0.0008810781409305911
mpi,12,4,0.6251737709999361,0.6251737709999361,0.6251737709999361,0.0010238219999791909,0.0016376598754961132,0.0004094149688740283
mpi,12,8,0.7427711559998897,0.7427711559998897,0.7427711559998897,0.0010238219999791909,0.0013783814728251817,0.0001722976841031477
mpi,12,16,1.006782942999962,1.006782942999962,1.006782942999962,0.0010238219999791909,0.001016924260683695,6.355776629273093e-05
openacc,5,1,0.45257655099999283,0.45257655099999283,0.45257655099999283,0.001951744000052713,0.004312516845471175,0.004312516845471175
openacc,5,2,0.34333623100019395,0.34333623100019395,0.34333623100019395,0.001951744000052713,0.005684643285000734,0.002842321642500367
openacc,5,4,0.3191522360000363,0.3191522360000363,0.3191522360000363,0.001951744000052713,0.006115401303509875,0.0015288503258774687
openacc,5,8,0.34714947900010884,0.34714947900010884,0.34714947900010884,0.001951744000052713,0.005622200573868933,0.0007027750717336167
openacc,5,16,0.3485841199999413,0.3485841199999413,0.3485841199999413,0.001951744000052713,0.005599061713003569,0.0003499413570627231
openacc,6,1,0.39671386300005906,0.39671386300005906,0.39671386300005906,0.0009054150000338268,0.0022822872717046744,0.0022822872717046744
openacc,6,2,0.33134709300020404,0.33134709300020404,0.33134709300020404,0.0009054150000338268,0.002732527368312446,0.001366263684156223
openacc,6,4,0.3483957079999982,0.3483957079999982,0.3483957079999982,0.0009054150000338268,0.0025988121530872346,0.0006497030382718086
openacc,6,8,0.33751641100002416,0.33751641100002416,0.33751641100002416,0.0009054150000338268,0.0026825806702292826,0.0003353225837786603
openacc,6,16,0.3488138230000004,0.3488138230000004,0.3488138230000004,0.0009054150000338268,0.0025956970175285334,0.00016223106359553334
openacc,7,1,0.3985362639998584,0.3985362639998584,0.3985362639998584,0.0016886949999843637,0.004237243012808901,0.004237243012808901
openacc,7,2,0.371962209000003,0.371962209000003,0.371962209000003,0.0016886949999843637,0.004539963897204273,0.0022699819486021364
openacc,7,4,0.3690948030000527,0.3690948030000527,0.3690948030000527,0.0016886949999843637,0.004575233750945343,0.0011438084377363357
openacc,7,8,0.355658634999827,0.355658634999827,0.355658634999827,0.0016886949999843637,0.0047480781676654225,0.0005935097709581778
openacc,7,16,0.3618157369999153,0.3618157369999153,0.3618157369999153,0.0016886949999843637,0.004667279024363606,0.00029170493902272535
openacc,8,1,0.3962957930000357,0.3962957930000357,0.3962957930000357,0.001944422999940798,0.004906494175023006,0.004906494175023006
openacc,8,2,0.33028739500014126,0.33028739500014126,0.33028739500014126,0.001944422999940798,0.005887063900637099,0.0029435319503185496
openacc,8,4,0.3517165759999443,0.3517165759999443,0.3517165759999443,0.001944422999940798,0.00552838032842986,0.001382095082107465
openacc,8,8,0.3104753279999386,0.3104753279999386,0.3104753279999386,0.001944422999940798,0.006262729513699661,0.0007828411892124576
openacc,8,16,0.3339075670000966,0.3339075670000966,0.3339075670000966,0.001944422999940798,0.0058232373030954266,0.00036395233144346416
openacc,9,1,0.39340873900005136,0.39340873900005136,0.39340873900005136,0.0015208459999485058,0.0038658165139242298,0.0038658165139242298
openacc,9,2,0.3558654490000208,0.3558654490000208,0.3558654490000208,0.0015208459999485058,0.00427365456304362,0.00213682728152181
openacc,9,4,0.3718574729998636,0.3718574729998636,0.3718574729998636,0.0015208459999485058,0.004089862676900038,0.0010224656692250096
openacc,9,8,0.33884940500001903,0.33884940500001903,0.33884940500001903,0.0015208459999485058,0.0044882652219749965,0.0005610331527468746
openacc,9,16,0.3680613110000195,0.3680613110000195,0.3680613110000195,0.0015208459999485058,0.004132045272067254,0.0002582528295042034
openacc,10,1,0.5228436219999821,0.5228436219999821,0.5228436219999821,0.002327447999959986,0.004451518392931769,0.004451518392931769
openacc,10,2,0.49279799000009916,0.49279799000009916,0.49279799000009916,0.002327447999959986,0.004722925107627809,0.0023614625538139044
openacc,10,4,0.519040534999931,0.519040534999931,0.519040534999931,0.002327447999959986,0.004484135328583336,0.001121033832145834
openacc,10,8,0.49600417199985714,0.49600417199985714,0.49600417199985714,0.002327447999959986,0.004692396014686458,0.0005865495018358073
openacc,10,16,0.5348841249999623,0.5348841249999623,0.5348841249999623,0.002327447999959986,0.004351312538879613,0.0002719570336799758
openacc,11,1,2.950842083999987,2.950842083999987,2.950842083999987,0.0012609929999598535,0.0004273332709998923,0.0004273332709998923
openacc,11,2,2.956065120999938,2.956065120999938,2.956065120999938,0.0012609929999598535,0.0004265782208252915,0.00021328911041264574
openacc,11,4,2.91535802400017,2.91535802400017,2.91535802400017,0.0012609929999598535,0.0004325345256325128,0.0001081336314081282
openacc,11,8,2.90824009500011,2.90824009500011,2.90824009500011,0.0012609929999598535,0.00043359315557466233,5.419914444683279e-05
openacc,11,16,2.9390271040001608,2.9390271040001608,2.9390271040001608,0.0012609929999598535,0.0004290511639867424,2.68156977491714e-05
openacc,12,1,0.4179370320000544,0.4179370320000544,0.4179370320000544,0.0010238219999791909,0.0024497039543963112,0.0024497039543963112
openacc,12,2,0.4027372179998565,0.4027372179998565,0.4027372179998565,0.0010238219999791909,0.002542158892252058,0.001271079446126029
openacc,12,4,0.3947654290000173,0.3947654290000173,0.3947654290000173,0.0010238219999791909,0.0025934945787239793,0.0006483736446809948
openacc,12,8,0.35613149599998906,0.35613149599998906,0.35613149599998906,0.0010238219999791909,0.0028748426114471558,0.00035935532643089447
openacc,12,16,0.34408299100005024,0.34408299100005024,0.34408299100005024,0.0010238219999791909,0.0029755088939547184,0.0001859693058721699
openmp,5,1,0.0012891649998891808,0.0012891649998891808,0.0012891649998891808,0.001951744000052713,1.5139598113666513,1.5139598113666513
openmp,5,2,0.0014728139999533596,0.0014728139999533596,0.0014728139999533596,0.001951744000052713,1.3251802332911828,0.6625901166455914
openmp,5,4,0.0013232969999990019,0.0013232969999990019,0.0013232969999990019,0.001951744000052713,1.474910016462053,0.36872750411551325
openmp,5,8,0.0016753449999669101,0.0016753449999669101,0.0016753449999669101,0.001951744000052713,1.1649803473859188,0.14562254342323985
openmp,5,16,0.001914126999963628,0.001914126999963628,0.001914126999963628,0.001951744000052713,1.0196523010697827,0.06372826881686142
openmp,6,1,0.0008014339998680953,0.0008014339998680953,0.0008014339998680953,0.0009054150000338268,1.129743684673779,1.129743684673779
openmp,6,2,0.0009969660000024305,0.0009969660000024305,0.0009969660000024305,0.0009054150000338268,0.9081703889918207,0.45408519449591034
openmp,6,4,0.0017976019998968695,0.0017976019998968695,0.0017976019998968695,0.0009054150000338268,0.5036793461988647,0.12591983654971617
openmp,6,8,0.0021020220001446432,0.0021020220001446432,0.0021020220001446432,0.0009054150000338268,0.4307352634613357,0.053841907932666966
openmp,6,16,0.00269426999989264,0.00269426999989264,0.00269426999989264,0.0009054150000338268,0.33605206607723254,0.021003254129827034
openmp,7,1,0.0013705699998354248,0.0013705699998354248,0.0013705699998354248,0.0016886949999843637,1.2321114574134402,1.2321114574134402
openmp,7,2,0.0021494769998753327,0.0021494769998753327,0.0021494769998753327,0.0016886949999843637,0.7856306441438109,0.39281532207190545
openmp,7,4,0.002801779000037641,0.002801779000037641,0.002801779000037641,0.0016886949999843637,0.6027224131388225,0.15068060328470562
openmp,7,8,0.0015403319998767984,0.0015403319998767984,0.0015403319998767984,0.0016886949999843637,1.0963188456251198,0.13703985570313998
openmp,7,16,0.0017233890000625252,0.0017233890000625252,0.0017233890000625252,0.0016886949999843637,0.979868735336652,0.06124179595854075
openmp,8,1,0.0011830700000245997,0.0011830700000245997,0.0011830700000245997,0.001944422999940798,1.6435401116589614,1.6435401116589614
openmp,8,2,0.0011526959999628161,0.0011526959999628161,0.0011526959999628161,0.001944422999940798,1.686848050139431,0.8434240250697155
openmp,8,4,0.001170040000033623,0.001170040000033623,0.001170040000033623,0.001944422999940798,1.6618431847500272,0.4154607961875068
openmp,8,8,0.0012397990001318249,0.0012397990001318249,0.0012397990001318249,0.001944422999940798,1.5683372867166792,0.1960421608395849
openmp,8,16,0.0012873319999471278,0.0012873319999471278,0.0012873319999471278,0.001944422999940798,1.510428545255348,0.09440178407845926
openmp,9,1,0.00113466600009815,0.00113466600009815,0.00113466600009815,0.0015208459999485058,1.340346850806273,1.340346850806273
openmp,9,2,0.0019683030000123836,0.0019683030000123836,0.0019683030000123836,0.0015208459999485058,0.7726686388929638,0.3863343194464819
openmp,9,4,0.0027241000000230997,0.0027241000000230997,0.0027241000000230997,0.0015208459999485058,0.5582930141828896,0.1395732535457224
openmp,9,8,0.0015127050000955933,0.0015127050000955933,0.0015127050000955933,0.0015208459999485058,1.0053817498140074,0.12567271872675093
openmp,9,16,0.0016449130000637524,0.0016449130000637524,0.0016449130000637524,0.0015208459999485058,0.9245753422154009,0.05778595888846256
openmp,10,1,0.001047676999860414,0.001047676999860414,0.001047676999860414,0.002327447999959986,2.221532018236614,2.221532018236614
openmp,10,2,0.0011880200001996855,0.0011880200001996855,0.0011880200001996855,0.002327447999959986,1.9590983313149466,0.9795491656574733
openmp,10,4,0.0016354829999727372,0.0016354829999727372,0.0016354829999727372,0.002327447999959986,1.4230951957304256,0.3557737989326064
openmp,10,8,0.0016544740001336322,0.0016544740001336322,0.0016544740001336322,0.002327447999959986,1.4067600940069156,0.17584501175086445
openmp,10,16,0.001693483000053675,0.001693483000053675,0.001693483000053675,0.002327447999959986,1.3743556917230453,0.08589723073269033
openmp,11,1,0.002151921999939077,0.002151921999939077,0.002151921999939077,0.0012609929999598535,0.5859845291769652,0.5859845291769652
openmp,11,2,0.0031451140000626765,0.0031451140000626765,0.0031451140000626765,0.0012609929999598535,0.4009371361212103,0.20046856806060515
openmp,11,4,0.002347659999941243,0.002347659999941243,0.002347659999941243,0.0012609929999598535,0.53712760791231,0.1342819019780775
openmp,11,8,0.0017906360001234134,0.0017906360001234134,0.0017906360001234134,0.0012609929999598535,0.7042151503001972,0.08802689378752465
openmp,11,16,0.002228127000080349,0.002228127000080349,0.002228127000080349,0.0012609929999598535,0.56594305437454,0.03537144089840875
openmp,12,1,0.0010017039999183908,0.0010017039999183908,0.0010017039999183908,0.0010238219999791909,1.0220803751034258,1.0220803751034258
openmp,12,2,0.0010081440000249131,0.0010081440000249131,0.0010081440000249131,0.0010238219999791909,1.0155513497614332,0.5077756748807166
openmp,12,4,0.001078964000043925,0.001078964000043925,0.001078964000043925,0.0010238219999791909,0.9488935682168366,0.23722339205420914
openmp,12,8,0.0011956660000578267,0.0011956660000578267,0.0011956660000578267,0.0010238219999791909,0.8562775891676063,0.10703469864595079
openmp,12,16,0.001640779000126713,0.001640779000126713,0.001640779000126713,0.0010238219999791909,0.6239853142319128,0.03899908213949455
secuencial,5,1,0.001951744000052713,0.001951744000052713,0.001951744000052713,0.001951744000052713,1.0,1.0
secuencial,6,1,0.0009054150000338268,0.0009054150000338268,0.0009054150000338268,0.0009054150000338268,1.0,1.0
secuencial,7,1,0.0016886949999843637,0.0016886949999843637,0.0016886949999843637,0.0016886949999843637,1.0,1.0
secuencial,8,1,0.001944422999940798,0.001944422999940798,0.001944422999940798,0.001944422999940798,1.0,1.0
secuencial,9,1,0.0015208459999485058,0.0015208459999485058,0.0015208459999485058,0.0015208459999485058,1.0,1.0
secuencial,10,1,0.002327447999959986,0.002327447999959986,0.002327447999959986,0.002327447999959986,1.0,1.0
secuencial,11,1,0.0012609929999598535,0.0012609929999598535,0.0012609929999598535,0.0012609929999598535,1.0,1.0
secuencial,12,1,0.0010238219999791909,0.0010238219999791909,0.0010238219999791909,0.0010238219999791909,1.0,1.0
